Index,"Region, development group, country or area of destination",Notes of destination,Location code of destination,Type of data of destination,"Region, development group, country or area of origin",Location code of origin,1990,1995,2000,2005,2010,2015,2020
13521,  Northern Europe,,924,,  Less developed regions,902,2 416 827,2 988 210,3 598 475,4 491 511,5 394 117,6 397 081,7 236 006
13522,  Northern Europe,,924,," Less developed regions, excluding least developed countries",934,2 123 448,2 583 493,3 076 799,3 798 256,4 534 325,5 293 968,5 946 150
13523,  Northern Europe,,924,," Less developed regions, excluding China",948,2 307 931,2 811 634,3 351 488,4 211 430,5 083 342,6 010 571,6 810 578
13524,  Northern Europe,,924,,  Least developed countries,941, 293 379, 404 717, 521 676, 693 255, 859 792,1 103 113,1 289 856
13525,  Northern Europe,,924,,  Land-locked Developing Countries (LLDC),1636, 185 609, 221 194, 268 102, 388 994, 474 810, 609 857, 700 076
13526,  Northern Europe,,924,,  Small island developing States (SIDS),1637, 335 094, 341 648, 354 247, 360 706, 381 830, 418 025, 444 420
13527,  Northern Europe,,924,,  High-income countries,1503,3 132 057,3 282 135,3 552 080,4 361 905,5 270 258,6 233 136,7 132 615
13528,  Northern Europe,,924,,  Middle-income countries,1517,3 258 582,3 518 068,3 820 889,4 577 459,5 248 990,5 873 430,6 466 266
13529,  Northern Europe,,924,, Upper-middle-income countries,1502,1 862 502,1 921 055,1 983 530,2 260 573,2 411 977,2 617 872,2 912 786
13530,  Northern Europe,,924,, Lower-middle-income countries,1501,1 396 080,1 597 013,1 837 359,2 316 886,2 837 013,3 255 558,3 553 480
13531,  Northern Europe,,924,,  Low-income countries,1500, 142 437, 221 690, 302 469, 430 382, 545 049, 859 279,1 131 617
13532,  Northern Europe,,924,, AFRICA,903, 546 557, 730 256, 928 815,1 188 599,1 504 143,1 742 998,2 030 894
13533,  Northern Europe,,924,,  Eastern Africa,910, 307 072, 378 977, 456 553, 556 612, 719 518, 872 893,1 010 801
13534,  Northern Europe,,924,,  Middle Africa,911, 5 303, 15 614, 26 709, 45 576, 52 298, 63 560, 74 790
13535,  Northern Europe,,924,,  Northern Africa,912, 64 811, 81 536, 99 296, 124 410, 137 138, 168 395, 200 986
13536,  Northern Europe,,924,,  Southern Africa,913, 72 713, 109 854, 150 075, 177 615, 242 491, 229 140, 276 484
13537,  Northern Europe,,924,,  Western Africa,914, 96 658, 144 275, 196 182, 284 386, 352 698, 409 010, 467 833
13538,  Northern Europe,,924,, ASIA,935,1 610 470,1 941 469,2 295 200,2 879 637,3 432 605,4 155 350,4 664 186
13539,  Northern Europe,,924,,  Central Asia,5500, 38 725, 31 909, 33 388, 38 217, 38 119, 38 968, 42 629
13540,  Northern Europe,,924,,  Eastern Asia,906, 161 776, 242 612, 326 327, 365 470, 401 358, 491 231, 544 672
13541,  Northern Europe,,924,,  South-Eastern Asia,920, 188 398, 231 982, 276 163, 377 090, 468 923, 558 781, 640 548
13542,  Northern Europe,,924,,  Southern Asia,5501, 917 139,1 056 004,1 207 861,1 526 795,1 858 184,2 208 733,2 355 410
13543,  Northern Europe,,924,,  Western Asia,922, 304 432, 378 962, 451 461, 572 065, 666 021, 857 637,1 080 927
13544,  Northern Europe,,924,, EUROPE,908,3 629 383,3 540 898,3 564 201,4 329 929,5 057 585,5 907 202,6 791 001
13545,  Northern Europe,,924,,  Eastern Europe,923,1 456 135,1 259 299,1 090 507,1 529 268,1 932 685,2 403 221,2 804 341
13546,  Northern Europe,,924,,  Northern Europe,924,1 397 623,1 372 966,1 426 435,1 586 970,1 719 876,1 885 586,2 037 623
13547,  Northern Europe,,924,,  Southern Europe,925, 319 200, 384 633, 446 082, 552 320, 634 517, 788 876,1 036 509
13548,  Northern Europe,,924,,  Western Europe,926, 456 425, 524 000, 601 177, 661 371, 770 507, 829 519, 912 528
13549,  Northern Europe,,924,, LATIN AMERICA AND THE CARIBBEAN,904, 290 476, 349 688, 410 637, 457 405, 493 859, 541 580, 589 887
13550,  Northern Europe,,924,,  Caribbean,915, 188 868, 214 725, 244 318, 240 782, 253 482, 265 394, 271 966
13551,  Northern Europe,,924,,  Central America,916, 7 648, 12 237, 16 753, 21 197, 23 757, 28 321, 33 792
13552,  Northern Europe,,924,,  South America,931, 93 960, 122 726, 149 566, 195 426, 216 620, 247 865, 284 129
13553,  Northern Europe,,924,, NORTHERN AMERICA,905, 338 437, 319 562, 310 927, 338 326, 378 830, 404 292, 415 365
13554,  Northern Europe,,924,, OCEANIA ,909, 119 809, 148 016, 179 736, 187 867, 209 954, 229 633, 256 296
13555,  Northern Europe,,924,,  Australia and New Zealand,927, 118 861, 144 645, 173 869, 180 841, 202 489, 220 728, 246 328
13556,  Northern Europe,,924,,  Melanesia,928,801, 2 925, 5 108, 6 243, 6 615, 7 890, 8 868
13557,  Northern Europe,,924,,  Micronesia,954,29,102,184,183,200,238,257
13558,  Northern Europe,,924,,  Polynesia*,957,118,344,575,600,650,777,843
13559,  Northern Europe,,924,,   Burundi,108,382, 1 349, 2 397, 5 155, 7 135, 8 151, 9 407
13560,  Northern Europe,,924,,   Comoros,174,33,61,87,121,131,146,154
13561,  Northern Europe,,924,,   Djibouti,262,97,204,320,426,492,773,999
13562,  Northern Europe,,924,,   Eritrea,232, 3 412, 6 589, 10 057, 18 489, 25 842, 60 621, 88 815
13563,  Northern Europe,,924,,   Ethiopia,231, 12 927, 18 917, 23 874, 27 525, 32 729, 41 085, 51 064
13564,  Northern Europe,,924,,   Kenya,404, 112 018, 119 568, 129 197, 129 584, 152 942, 140 673, 150 449
13565,  Northern Europe,,924,,   Madagascar,450,521,894, 1 250, 1 408, 1 499, 1 734, 1 947
13566,  Northern Europe,,924,,   Malawi,454, 10 568, 11 237, 12 125, 13 618, 14 428, 17 268, 19 529
13567,  Northern Europe,,924,,   Mauritius*,480, 23 305, 24 924, 27 041, 34 229, 37 265, 43 986, 49 702
13568,  Northern Europe,,924,,   Mayotte*,175,..,..,..,..,1,..,..
13569,  Northern Europe,,924,,   Mozambique,508,726, 2 187, 3 693, 4 869, 5 245, 6 248, 7 011
13570,  Northern Europe,,924,,   R?union*,638,6,10,15,13,14,14,15
13571,  Northern Europe,,924,,   Rwanda,646,454, 1 566, 2 803, 4 154, 4 762, 5 988, 6 931
13572,  Northern Europe,,924,,   Seychelles,690, 2 948, 2 895, 2 890, 3 096, 3 273, 3 907, 4 398
13573,  Northern Europe,,924,,   Somalia,706, 18 383, 47 513, 77 311, 113 476, 178 436, 236 847, 273 990
13574,  Northern Europe,,924,,   South Sudan,728,1,1,2,2,2,81,294
13575,  Northern Europe,,924,,   Uganda,800, 52 082, 54 346, 57 376, 58 058, 61 768, 74 418, 85 090
13576,  Northern Europe,,924,,   United Republic of Tanzania*,834, 30 582, 32 026, 34 000, 34 700, 37 070, 44 197, 49 815
13577,  Northern Europe,,924,,   Zambia,894, 17 152, 19 395, 22 048, 24 667, 26 305, 31 431, 35 663
13578,  Northern Europe,,924,,   Zimbabwe,716, 21 475, 35 295, 50 067, 83 022, 130 179, 155 325, 175 528
13579,  Northern Europe,,924,,   Angola,24, 1 350, 4 084, 7 033, 11 181, 12 043, 14 234, 15 992
13580,  Northern Europe,,924,,   Cameroon,120,762, 2 309, 3 999, 8 194, 9 746, 11 678, 13 805
13581,  Northern Europe,,924,,   Central African Republic,140,53,187,325,290,335,429,535
13582,  Northern Europe,,924,,   Chad,148,58,145,232,326,364,428,558
13583,  Northern Europe,,924,,   Congo,178,920, 2 763, 4 998, 9 111, 9 835, 11 294, 12 568
13584,  Northern Europe,,924,,   Democratic Republic of the Congo,180, 2 102, 5 949, 9 821, 15 545, 18 964, 24 247, 29 908
13585,  Northern Europe,,924,,   Equatorial Guinea,226,15,40,65,192,216,282,331
13586,  Northern Europe,,924,,   Gabon,266,26,82,142,247,277,342,393
13587,  Northern Europe,,924,,   Sao Tome and Principe,678,17,55,94,490,518,626,700
13588,  Northern Europe,,924,,   Algeria,12, 6 250, 10 384, 14 735, 21 461, 23 040, 27 104, 30 934
13589,  Northern Europe,,924,,   Egypt,818, 25 492, 26 847, 28 627, 31 490, 34 271, 42 762, 50 977
13590,  Northern Europe,,924,,   Libya,434, 7 004, 8 391, 10 025, 13 415, 14 741, 18 391, 22 437
13591,  Northern Europe,,924,,   Morocco,504, 18 271, 22 331, 26 311, 32 428, 35 717, 41 899, 49 043
13592,  Northern Europe,,924,,   Sudan,729, 2 302, 7 109, 12 265, 16 194, 18 677, 25 536, 32 658
13593,  Northern Europe,,924,,   Tunisia,788, 5 492, 6 473, 7 331, 9 415, 10 691, 12 659, 14 907
13594,  Northern Europe,,924,,   Western Sahara,732,..,1,2,7,1,44,30
13595,  Northern Europe,,924,,   Botswana,72, 2 078, 2 121, 2 263, 2 770, 2 930, 3 468, 3 912
13596,  Northern Europe,,924,,   Eswatini,748,171,533,909, 1 165, 1 248, 1 490, 1 666
13597,  Northern Europe,,924,,   Lesotho,426,99,255,426,623,655,800,899
13598,  Northern Europe,,924,,   Namibia,516,306,838, 1 405, 2 012, 2 160, 2 594, 3 015
13599,  Northern Europe,,924,,   South Africa,710, 70 059, 106 107, 145 072, 171 045, 235 498, 220 788, 266 992
13600,  Northern Europe,,924,,   Benin,204,81,193,328,525,592,721,815
13601,  Northern Europe,,924,,   Burkina Faso,854,61,111,172,266,311,425,494
13602,  Northern Europe,,924,,   Cabo Verde,132,467,667,912, 1 349, 1 541, 1 723, 1 923
13603,  Northern Europe,,924,,   C?te d'Ivoire,384,817, 2 206, 3 643, 6 157, 6 803, 8 171, 9 325
13604,  Northern Europe,,924,,   Gambia,270, 4 160, 6 051, 7 809, 11 728, 13 053, 15 910, 18 439
13605,  Northern Europe,,924,,   Ghana,288, 33 951, 45 844, 58 104, 75 027, 103 324, 124 320, 141 349
13606,  Northern Europe,,924,,   Guinea,324,193,352,525, 1 623, 1 934, 2 555, 2 976
13607,  Northern Europe,,924,,   Guinea-Bissau,624,132,316,500, 1 429, 1 531, 1 890, 2 161
13608,  Northern Europe,,924,,   Liberia,430,798, 1 609, 2 417, 4 273, 4 594, 5 193, 5 747
13609,  Northern Europe,,924,,   Mali,466,77,163,251,400,411,571,682
13610,  Northern Europe,,924,,   Mauritania,478,27,59,96,190,227,324,378
13611,  Northern Europe,,924,,   Niger,562,57,154,284,354,370,428,502
13612,  Northern Europe,,924,,   Nigeria,566, 48 002, 71 321, 98 156, 154 536, 189 516, 212 629, 244 284
13613,  Northern Europe,,924,,   Saint Helena*,654,481, 1 892, 3 337, 2 849, 3 010, 3 600, 4 058
13614,  Northern Europe,,924,,   Senegal,686,373,754, 1 147, 1 894, 2 250, 2 935, 3 537
13615,  Northern Europe,,924,,   Sierra Leone,694, 6 612, 11 891, 17 430, 20 181, 21 487, 25 569, 28 852
13616,  Northern Europe,,924,,   Togo,768,369,692, 1 071, 1 605, 1 744, 2 046, 2 311
13617,  Northern Europe,,924,,   Kazakhstan,398, 21 597, 19 542, 20 534, 22 477, 21 684, 21 038, 21 846
13618,  Northern Europe,,924,,   Kyrgyzstan,417, 2 781, 2 665, 2 627, 3 189, 3 347, 3 634, 4 094
13619,  Northern Europe,,924,,   Tajikistan,762, 2 552, 1 881, 1 902, 2 100, 2 093, 2 028, 2 280
13620,  Northern Europe,,924,,   Turkmenistan,795, 4 421, 1 750, 1 844, 2 159, 2 067, 1 990, 2 031
13621,  Northern Europe,,924,,   Uzbekistan,860, 7 374, 6 071, 6 481, 8 292, 8 928, 10 278, 12 378
13622,  Northern Europe,,924,,   China*,156, 34 757, 101 283, 169 197, 189 396, 217 052, 274 660, 299 144
13623,  Northern Europe,,924,,"   China, Hong Kong SAR*",344, 74 117, 75 268, 77 762, 90 624, 93 723, 111 850, 126 284
13624,  Northern Europe,,924,,"   China, Macao SAR*",446,22,25,28,61,..,..,..
13625,  Northern Europe,,924,,"   China, Taiwan Province of China*",158,..,..,..,..,..,..,..
13626,  Northern Europe,,924,,   Dem. People's Republic of Korea,408,465,472,518, 8 559, 9 043, 10 736, 12 085
13627,  Northern Europe,,924,,   Japan,392, 31 624, 36 574, 42 044, 41 156, 43 955, 51 752, 58 929
13628,  Northern Europe,,924,,   Mongolia,496,333,656, 1 050, 1 826, 2 252, 4 229, 6 383
13629,  Northern Europe,,924,,   Republic of Korea,410, 20 458, 28 334, 35 728, 33 848, 35 333, 38 004, 41 847
13630,  Northern Europe,,924,,   Brunei Darussalam,96,415, 1 560, 2 736, 3 784, 3 999, 4 787, 5 397
13631,  Northern Europe,,924,,   Cambodia,116,573, 1 012, 1 403, 1 819, 2 146, 2 591, 3 074
13632,  Northern Europe,,924,,   Indonesia,360, 3 185, 6 403, 9 667, 11 633, 12 929, 15 193, 17 715
13633,  Northern Europe,,924,,   Lao People's Democratic Republic,418,428,697,930, 1 077, 1 196, 1 379, 1 547
13634,  Northern Europe,,924,,   Malaysia*,458, 44 314, 47 700, 52 307, 61 006, 65 400, 77 520, 87 696
13635,  Northern Europe,,924,,   Myanmar,104, 10 549, 10 172, 9 961, 12 357, 16 599, 20 309, 22 376
13636,  Northern Europe,,924,,   Philippines,608, 32 365, 46 183, 61 460, 113 820, 165 276, 193 441, 218 318
13637,  Northern Europe,,924,,   Singapore,702, 34 304, 37 186, 40 700, 39 952, 42 583, 50 799, 57 622
13638,  Northern Europe,,924,,   Thailand,764, 19 176, 28 603, 37 961, 66 944, 88 955, 112 665, 133 112
13639,  Northern Europe,,924,,   Timor-Leste,626,331, 1 302, 2 298, 1 961, 2 085, 2 493, 2 802
13640,  Northern Europe,,924,,   Viet Nam,704, 42 758, 51 164, 56 740, 62 737, 67 755, 77 604, 90 889
13641,  Northern Europe,,924,,   Afghanistan,4, 6 145, 14 447, 22 765, 57 743, 71 934, 129 468, 143 086
13642,  Northern Europe,,924,,   Bangladesh,50, 105 761, 129 103, 154 677, 178 027, 220 818, 229 971, 262 335
13643,  Northern Europe,,924,,   Bhutan,64,31,77,128,438,795, 1 341, 1 388
13644,  Northern Europe,,924,,   India,356, 416 717, 444 407, 480 093, 590 514, 740 079, 876 368, 933 502
13645,  Northern Europe,,924,,   Iran (Islamic Republic of),364, 85 633, 101 942, 114 878, 139 598, 151 044, 176 437, 207 005
13646,  Northern Europe,,924,,   Maldives,462,37,119,203,285,303,361,410
13647,  Northern Europe,,924,,   Nepal,524, 1 089, 3 684, 6 435, 28 324, 31 374, 40 617, 49 104
13648,  Northern Europe,,924,,   Pakistan,586, 248 663, 292 038, 341 139, 417 906, 508 071, 587 200, 603 396
13649,  Northern Europe,,924,,   Sri Lanka,144, 53 063, 70 187, 87 543, 113 960, 133 766, 166 970, 155 184
13650,  Northern Europe,,924,,   Armenia,51, 3 846, 3 962, 3 837, 5 021, 5 806, 6 755, 7 841
13651,  Northern Europe,,924,,   Azerbaijan*,31, 6 124, 6 399, 6 847, 8 389, 9 411, 10 012, 11 276
13652,  Northern Europe,,924,,   Bahrain,48,716, 2 486, 4 314, 4 881, 5 135, 6 145, 6 949
13653,  Northern Europe,,924,,   Cyprus*,196, 76 899, 75 840, 76 038, 73 271, 77 483, 76 460, 63 115
13654,  Northern Europe,,924,,   Georgia*,268, 5 231, 5 055, 5 586, 6 977, 7 156, 7 823, 8 988
13655,  Northern Europe,,924,,   Iraq,368, 57 415, 80 794, 103 710, 159 712, 218 108, 251 523, 283 109
13656,  Northern Europe,,924,,   Israel,376, 15 060, 15 365, 15 714, 18 999, 20 467, 23 546, 26 686
13657,  Northern Europe,,924,,   Jordan,400, 4 018, 4 713, 5 413, 7 203, 8 723, 10 779, 13 372
13658,  Northern Europe,,924,,   Kuwait,414, 1 632, 4 748, 7 894, 11 429, 12 511, 15 081, 18 467
13659,  Northern Europe,,924,,   Lebanon,422, 33 150, 39 548, 44 295, 47 959, 50 976, 54 867, 63 071
13660,  Northern Europe,,924,,   Oman,512,308, 1 162, 2 061, 2 524, 2 672, 3 230, 3 659
13661,  Northern Europe,,924,,   Qatar,634,182,645, 1 138, 1 815, 1 959, 2 444, 3 007
13662,  Northern Europe,,924,,   Saudi Arabia,682, 5 038, 7 586, 10 399, 21 683, 23 389, 29 203, 36 573
13663,  Northern Europe,,924,,   State of Palestine*,275,866, 1 012, 1 146, 4 022, 5 972, 8 375, 11 722
13664,  Northern Europe,,924,,   Syrian Arab Republic,760, 14 705, 18 096, 20 394, 25 905, 30 074, 139 075, 279 828
13665,  Northern Europe,,924,,   Turkey,792, 76 082, 100 775, 124 052, 148 735, 160 711, 180 265, 203 288
13666,  Northern Europe,,924,,   United Arab Emirates,784, 1 183, 3 600, 6 133, 8 946, 9 743, 12 374, 16 242
13667,  Northern Europe,,924,,   Yemen,887, 1 977, 7 176, 12 490, 14 594, 15 725, 19 680, 23 734
13668,  Northern Europe,,924,,   Belarus,112, 165 553, 161 609, 150 981, 138 455, 115 669, 101 830, 96 867
13669,  Northern Europe,,924,,   Bulgaria,100, 5 912, 8 823, 11 796, 34 274, 40 727, 91 301, 136 377
13670,  Northern Europe,,924,,   Czechia,203, 9 794, 12 732, 16 864, 31 427, 34 746, 54 811, 60 793
13671,  Northern Europe,,924,,   Hungary,348, 27 075, 30 370, 33 315, 54 519, 61 654, 115 706, 122 727
13672,  Northern Europe,,924,,   Poland,616, 155 528, 157 232, 164 540, 504 440, 821 872,1 153 864,1 249 981
13673,  Northern Europe,,924,,   Republic of Moldova*,498, 5 229, 5 318, 6 207, 9 089, 10 194, 11 199, 14 376
13674,  Northern Europe,,924,,   Romania,642, 18 475, 23 170, 28 520, 75 445, 223 863, 250 802, 498 607
13675,  Northern Europe,,924,,   Russian Federation,643, 928 353, 734 520, 553 311, 522 335, 462 395, 415 845, 394 208
13676,  Northern Europe,,924,,   Slovakia,703, 2 182, 5 873, 10 934, 42 327, 49 069, 95 473, 95 499
13677,  Northern Europe,,924,,   Ukraine*,804, 138 034, 119 652, 114 039, 116 957, 112 496, 112 390, 134 906
13678,  Northern Europe,,924,,   Channel Islands*,830, 18 623, 15 542, 12 721, 14 741, 15 571, 16 342, 17 010
13679,  Northern Europe,,924,,   Denmark*,208, 71 414, 78 031, 84 163, 91 289, 97 607, 101 010, 104 215
13680,  Northern Europe,,924,,   Estonia,233, 12 010, 19 442, 26 253, 39 635, 47 099, 77 705, 83 817
13681,  Northern Europe,,924,,   Faroe Islands*,234, 7 233, 9 700, 12 117, 12 249, 12 060, 13 081, 12 620
13682,  Northern Europe,,924,,   Finland*,246, 168 268, 200 419, 219 177, 206 525, 197 641, 182 366, 191 532
13683,  Northern Europe,,924,,   Iceland,352, 8 763, 11 617, 15 136, 16 932, 19 993, 23 583, 25 407
13684,  Northern Europe,,924,,   Ireland,372, 617 577, 565 109, 522 071, 471 386, 410 817, 403 240, 385 916
13685,  Northern Europe,,924,,   Isle of Man*,833, 9 974, 8 238, 6 642, 7 702, 8 131, 9 738, 10 983
13686,  Northern Europe,,924,,   Latvia,428, 20 963, 25 018, 29 326, 65 279, 75 365, 158 958, 151 811
13687,  Northern Europe,,924,,   Lithuania,440, 23 772, 36 140, 52 335, 115 479, 221 875, 254 417, 323 908
13688,  Northern Europe,,924,,   Norway*,578, 56 348, 67 023, 74 676, 79 806, 81 499, 82 642, 91 071
13689,  Northern Europe,,924,,   Sweden,752, 74 840, 84 347, 101 939, 110 939, 124 852, 127 794, 148 124
13690,  Northern Europe,,924,,   United Kingdom*,826, 307 838, 252 340, 269 879, 355 008, 407 366, 434 710, 491 209
13691,  Northern Europe,,924,,   Albania,8,546, 1 851, 3 242, 8 964, 10 079, 13 317, 20 271
13692,  Northern Europe,,924,,   Andorra,20,8,18,32,46,54,71,80
13693,  Northern Europe,,924,,   Bosnia and Herzegovina,70, 58 852, 79 641, 89 382, 93 439, 95 226, 95 105, 103 445
13694,  Northern Europe,,924,,   Croatia,191, 6 624, 10 146, 14 702, 17 011, 17 991, 18 498, 28 898
13695,  Northern Europe,,924,,   Gibraltar*,292, 11 222, 9 299, 7 545, 8 747, 9 235, 11 043, 12 454
13696,  Northern Europe,,924,,   Greece,300, 24 770, 36 170, 47 256, 46 934, 49 925, 74 625, 104 802
13697,  Northern Europe,,924,,   Holy See*,336,..,..,..,..,2,2,..
13698,  Northern Europe,,924,,   Italy,380, 98 988, 108 073, 119 522, 134 873, 136 729, 185 021, 297 348
13699,  Northern Europe,,924,,   Malta,470, 30 817, 29 921, 29 575, 28 105, 29 767, 28 001, 30 588
13700,  Northern Europe,,924,,   Montenegro,499, 2 097, 2 380, 2 670, 1 838, 1 583, 2 474, 3 251
13701,  Northern Europe,,924,,   North Macedonia,807, 3 487, 4 610, 6 235, 9 887, 11 923, 14 680, 19 109
13702,  Northern Europe,,924,,   Portugal,620, 25 982, 34 572, 43 972, 74 232, 151 036, 155 056, 171 693
13703,  Northern Europe,,924,,   San Marino,674,8,7,6,6,10,12,10
13704,  Northern Europe,,924,,   Serbia*,688, 7 615, 9 855, 12 169, 41 679, 25 987, 30 369, 44 641
13705,  Northern Europe,,924,,   Slovenia,705,947, 1 515, 2 104, 2 830, 3 292, 5 700, 6 458
13706,  Northern Europe,,924,,   Spain*,724, 47 237, 56 575, 67 670, 83 729, 91 678, 154 902, 193 461
13707,  Northern Europe,,924,,   Austria,40, 27 677, 27 948, 28 331, 28 124, 29 853, 30 758, 32 834
13708,  Northern Europe,,924,,   Belgium,56, 19 200, 22 038, 25 389, 28 327, 31 120, 32 602, 42 255
13709,  Northern Europe,,924,,   France*,250, 65 365, 87 798, 113 133, 135 900, 168 640, 188 328, 216 724
13710,  Northern Europe,,924,,   Germany,276, 285 357, 317 301, 353 483, 372 080, 432 110, 443 629, 460 173
13711,  Northern Europe,,924,,   Liechtenstein,438,20,34,49,51,77,85,82
13712,  Northern Europe,,924,,   Luxembourg,442,999, 1 373, 1 788, 2 328, 2 664, 3 337, 4 972
13713,  Northern Europe,,924,,   Monaco,492,78,162,248,332,365,451,501
13714,  Northern Europe,,924,,   Netherlands*,528, 40 348, 47 554, 56 178, 69 723, 79 198, 99 408, 119 532
13715,  Northern Europe,,924,,   Switzerland,756, 17 381, 19 792, 22 578, 24 506, 26 480, 30 921, 35 455
13716,  Northern Europe,,924,,   Anguilla*,660,99,384,677,574,600,718,807
13717,  Northern Europe,,924,,   Antigua and Barbuda,28,549, 2 144, 3 773, 3 523, 3 724, 4 457, 5 026
13718,  Northern Europe,,924,,   Aruba*,533,118,445,781,671,720,864,959
13719,  Northern Europe,,924,,   Bahamas,44,281, 1 030, 1 804, 1 802, 1 902, 2 274, 2 559
13720,  Northern Europe,,924,,   Barbados,52, 21 851, 21 284, 21 070, 18 856, 19 907, 23 789, 26 847
13721,  Northern Europe,,924,,"   Bonaire, Sint Eustatius and Saba*",535,..,..,..,..,..,1,..
13722,  Northern Europe,,924,,   British Virgin Islands*,92,47,189,337,287,306,367,409
13723,  Northern Europe,,924,,   Cayman Islands*,136,155,604, 1 072,920,964, 1 153, 1 295
13724,  Northern Europe,,924,,   Cuba,192, 1 464, 2 305, 3 217, 4 666, 5 624, 6 723, 7 797
13725,  Northern Europe,,924,,   Cura?ao*,531,..,..,..,..,..,1,..
13726,  Northern Europe,,924,,   Dominica,212,981, 3 749, 6 576, 6 109, 6 463, 7 720, 8 717
13727,  Northern Europe,,924,,   Dominican Republic,214,366,728, 1 113, 1 859, 2 286, 2 934, 3 577
13728,  Northern Europe,,924,,   Grenada,308, 1 403, 5 417, 9 524, 8 874, 9 365, 11 214, 12 639
13729,  Northern Europe,,924,,   Guadeloupe*,312,8,4,..,..,..,..,..
13730,  Northern Europe,,924,,   Haiti,332,163,290,410,513,559,624,703
13731,  Northern Europe,,924,,   Jamaica,388, 139 218, 139 493, 142 136, 142 283, 148 430, 139 729, 129 790
13732,  Northern Europe,,924,,   Martinique*,474,8,4,..,..,..,..,..
13733,  Northern Europe,,924,,   Montserrat*,500, 1 290, 5 070, 8 937, 7 626, 8 051, 9 635, 10 876
